from,to,name_from,ref_prod_from,location_from,name_to,ref_prod_to,location_to
38,310,"market for energy use and operation emissions, electric bicycle, electricity from renewable energy products","energy use and operation emissions, electric bicycle, electricity from renewable energy products",GLO,"market for energy use, electric bicycle, electricity from renewable energy products","energy use, electric bicycle, electricity from renewable energy products",GLO
38,310,market for meta-phenylene diamine,meta-phenylene diamine,GLO,market for resorcinol,resorcinol,GLO
38,310,"market for natural gas, burned in gas motor, for storage","natural gas, burned in gas motor, for storage",GLO,"market for natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO
38,310,"market for polar fleece production, energy use only","polar fleece production, energy use only",GLO,"market for polar fleece, energy use only","polar fleece, energy use only",GLO
37,310,"market for soda ash, light, crystalline, heptahydrate","soda ash, light, crystalline, heptahydrate",GLO,"market for soda ash, light","soda ash, light",RoW
38,310,"market for stibnite ore, 70% stibnite","stibnite ore, 70% stibnite",GLO,market for stibnite concentrate,stibnite concentrate,GLO
38,310,"market for zircon, 50% zirconium","zircon, 50% zirconium",GLO,market for zircon,zircon,GLO
38,310,"market group for concrete, normal","concrete, normal",GLO,"market group for concrete, normal strength","concrete, normal strength",GLO
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",CH,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",CH
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",BE
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",CA
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",DE
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",ES
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",FR
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",GB
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",GLO
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",IT
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",MX
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",NL
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",RoE
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",TR
38,310,natural gas pressure reduction from high to low pressure,"natural gas, low pressure",GLO,"natural gas pressure reduction, from high to low pressure","natural gas, low pressure",US
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",CA-AB,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",CA
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",CA-QC,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",CA
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",DE,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",DE
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",DZ,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",DZ
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",AE
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",AZ
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",BE
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",BR
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",CH
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",CN
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",CO
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",EC
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",ES
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",FR
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",GB
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",ID
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",IQ
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",IR
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",IT
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",KW
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",KZ
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",LY
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",MX
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",MY
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",NG
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",QA
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",RoE
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",RO
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",SA
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",TR
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",US
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",VE
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",NL,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",NL
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",NO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",NO
38,310,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",RU,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",RU
38,310,"palm oil, refined, to generic market for vegetable oil","vegetable oil, refined",GLO,"palm oil, refined, to generic market for vegetable oil, refined","vegetable oil, refined",GLO
37,310,"market for concrete, normal","concrete, normal",RoW,"market for concrete, normal strength","concrete, normal strength",RoW
37,310,"market for concrete, normal","concrete, normal",CH,"market for concrete, normal strength","concrete, normal strength",CH
37,310,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",RoW,"treatment of wastewater, average, wastewater treatment","wastewater, average",RoW
37,310,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",CH,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH
37,310,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",Europe without Switzerland,"treatment of wastewater, average, wastewater treatment","wastewater, average",Europe without Switzerland
38,310,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",RoW,"treatment of wastewater, average, wastewater treatment","wastewater, average",RoW
