"CPC21code","CPC21title"
"4352","Derricks; cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane"
"43520","Derricks; cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane"
"4353","Fork-lift trucks; other works trucks whether or not fitted with lifting or handling equipment; tractors of the type used on railway station platforms"
"43530","Fork-lift trucks; other works trucks whether or not fitted with lifting or handling equipment; tractors of the type used on railway station platforms"
"4354","Lifts, skip hoists, escalators and moving walkways"
"43540","Lifts, skip hoists, escalators and moving walkways"
"4355","Pneumatic and other continuous action elevators and conveyors, for goods or materials"
"43550","Pneumatic and other continuous action elevators and conveyors, for goods or materials"
"4356","Other lifting, handling, loading or unloading machinery"
"43560","Other lifting, handling, loading or unloading machinery"
"4357","Parts for the goods of subclasses 43510 to 43560"
"43570","Parts for the goods of subclasses 43510 to 43560"
"4358","Buckets, shovels, grabs and grips for cranes, excavators and the like"
"43580","Buckets, shovels, grabs and grips for cranes, excavators and the like"
"439","Other general-purpose machinery and parts thereof"
"4391","Gas generators; distilling plant; air-conditioning and refrigerating equipment; filtering machinery"
"43911","Producer gas or water gas generators; acetylene gas generators and similar water process gas generators; distilling or rectifying plant; heat exchange units; machinery for liquefying air or gas"
"43912","Air-conditioning machines"
"43913","Refrigerating and freezing equipment and heat pumps, except household type equipment"
"43914","Filtering or purifying machinery and apparatus, for liquids or gases, except oil filters, petrol filters and air intake filters for internal combustion engines"
"43915","Oil filters, petrol filters and air intake filters for internal combustion engines"
"4392","Machinery for cleaning bottles, packing, and weighing; spraying machinery"
"43921","Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags or other containers; machinery for aerating beverages; other packing or wrapping machinery"
"43922","Weighing machinery (excluding balances of a sensitivity of 5 cg or better)"
"43923","Fire extinguishers; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machines; mechanical appliances for projecting, dispersing or spraying liquids or powders, except agricultural or horticultural appliances"
"43924","Gaskets of metal sheeting"
"4393","General-purpose machinery n.e.c."
"43931","Fans, except domestic type; centrifuges, except cream separators and clothes dryers"
"43932","Machinery n.e.c. for the treatment of materials by a process involving a change of temperature"
"43933","Calandering or other rolling machines, except for metals or glass"
"43934","Automatic goods vending machines"
"43935","Dishwashing machines, except household type"
"4394","Parts for the goods of classes 4391 to 4393"
"43941","Parts of producer gas or water gas generators; parts of acetylene gas generators and similar water process gas generators; parts for the goods of subclass 43912; parts of refrigerating and freezing equipment and heat pumps; parts of machinery for the treatment of materials by a process involving a change of temperature"
"43942","Parts of centrifuges, including centrifugal dryers; parts of filtering or purifying machinery and apparatus for liquids or gases"
"43943","Parts for the goods of subclasses 43922, 43923 and 43933; weighing machine weights; parts of agricultural or horticultural mechanical appliances for projecting, dispersing or spraying liquids or powders"
"43944","Parts n.e.c. of dish washing machines; parts of machinery for cleaning or drying bottles or other containers; parts of machinery for filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags or other containers and of machinery for aerating beverages; parts of other packing or wrapping machinery"
"43949","Machinery parts, non-electrical n.e.c."
"44","Special-purpose machinery"
"441","Agricultural or forestry machinery and parts thereof"
"4411","Soil machinery (Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers)"
"44111","Ploughs"
"44112","Harrows, scarifies, cultivators, weeders and hoes"
"44113","Seeders, planters and transplanters"
"44114","Manure spreaders and fertilizer distributors"
"44115","Parts of soil machinery"
"44119","Other soil machinery, n.e.c."
"4412","Harvester and threshers; machines for cleaning, sorting or grading agricultural products"
"44121","Mowers for lawns, parks or sportsgrounds"
"44122","Combine harvester / threshers"
"44123","Other mowers, including cutter bars for tractor mounting"
"44124","Other haymaking machinery"
"44125","Straw or fodder balers, including pickup balers"
"44126","Root or tuber harvesting machines"
"44127","Machines for cleaning, sorting or grading eggs, fruits or other agricultural produce"
"44128","Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables"
"44129","Other harvesting and threshing machinery, n.e.c.; parts for harvesting, threshing and grading machinery"
"4413","Milking and dairy machines"
"44131","Milking machines"
"44132","Dairy machinery"
"44139","Parts of milking and dairy machines, n.e.c."
"4414","Agricultural tractors"
"44141","Pedestrian controlled tractors"
"44142","Track-laying tractors"
"44149","Other agricultural tractors"
"4415","Mechanical appliances for projecting, dispersing or spraying liquids or powders for agriculture or horticulture"
"44150","Mechanical appliances for projecting, dispersing or spraying liquids or powders for agriculture or horticulture"
"4416","Self-loading or self-unloading trailers and semi-trailers for agricultural purposes"
"44160","Self-loading or self-unloading trailers and semi-trailers for agricultural purposes"
"4419","Other agricultural machinery"
"44191","Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or similar beverages"
"44192","Machinery for preparing animal feeding stuffs"
"44193","Poultry incubators and brooders"
"44194","Poultry-keeping machinery"
"44198","Other agricultural machinery n.e.c."
"44199","Parts of agricultural machinery"
"442","Machine-tools and parts and accessories thereof"
"4421","Machine-tools for working metal; machine-tools for working any material by laser or similar process"
"44211","Machine-tools for working any material by removal of material, by laser or other light or photon beam, ultra-sonic, electro-discharge, electro-chemical, electron beam, ionic beam or plasma arc processes, water-jet cutting machines"
"44212","Machining centres, unit construction machines (single station) and multi-station transfer machines, for working metal"
"44213","Lathes for removing metal"
"44214","Machine-tools for drilling, boring or milling metal"
"44215","Machine-tools for threading or tapping by removing metal, except lathes and way-type unit head machines"
"44216","Machine-tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products; machine-tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine-tools working by removing metal, sintered metal carbides or cermets n.e.c."
"44217","Machine-tools for working metal by forging, hammering or die-stamping; machine-tools for working metal by bending, folding, straightening, flattening, shearing, punching or notching; other presses for working metal or metal carbides"
"44218","Machine-tools n.e.c. for working metal, sintered metal carbides or cermets, without removing material"
"4422","Machine-tools for working stone, ceramics and the like, and for working wood, bone, hard plastics and the like; presses for the manufacture of particle board and the like"
"44221","Machine-tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
"44222","Machine-tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork"
"4423","Tools for working in the hand, powered"
"44231","Tools for working in the hand, pneumatic, hydraulic or with self-contained non-electric motor"
"44232","Electromechanical tools for working in the hand, with self-contained electric motor"
"4424","Machinery and apparatus for soldering, brazing or welding; gas-operated surface tempering machines and appliances; electric machines and apparatus for hot spraying of metals or sintered metal carbides"
"44241","Electrical machinery and apparatus for soldering, brazing or welding; electric machines and apparatus for hot spraying of metals or sintered metal carbides"
"44242","Non-electrical machinery and apparatus for soldering, brazing or welding; gas-operated surface tempering machines and appliances"
"4425","Tool holders; parts and accessories for the goods of classes 4421 to 4424"
"44251","Tool holders, self-opening dieheads, work holders, dividing heads and other special attachments for machine-tools; tool-holders for any type of tool for working in the hand; other parts and accessories for the goods of class 4421"
"44252","Parts and accessories for the goods of subclass 44221; parts and accessories of machine tools for working wood, bone, hard plastics and the like"
"44253","Parts for the goods of subclasses 44231 and 44232"
"44255","Parts for the goods of subclass 44241"
"44256","Parts for the goods of subclass 44242"
"443","Machinery for metallurgy and parts thereof"
"4431","Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries; metal-rolling mills"
"44310","Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries; metal-rolling mills"
"4432","Parts for the goods of subclass 44310 (including rolls for rolling mills)"
"44320","Parts for the goods of subclass 44310 (including rolls for rolling mills)"
"444","Machinery for mining, quarrying and construction, and parts thereof"
"4441","Continuous-action elevators and conveyors, for goods or materials, specially designed for underground use; coal or rock cutters and tunnelling machinery; other boring and sinking machinery"
"44411","Continuous-action elevators and conveyors, for goods or materials, specially designed for underground use"
"44412","Coal or rock cutters and tunnelling machinery; other boring and sinking machinery"
"4442","Other moving, grading, levelling, scraping, excavating, tamping, compacting or extracting machinery, self-propelled, for earth, minerals or ores (including bulldozers, mechanical shovels and road rollers)"
"44421","Bulldozers and angledozers, self-propelled"
"44422","Graders and levellers, self-propelled"
"44423","Scrapers, self-propelled"
"44424","Tamping machines and road rollers, self-propelled"
"44425","Front-end shovel loaders, self-propelled"
"44426","Mechanical shovels, excavators and shovel loaders, self-propelled, with a 360-degree revolving superstructure, except front-end shovel loaders"
"44427","Mechanical shovels, excavators and shovel loaders, except front-end shovel loaders and machinery with a 360-degree revolving superstructure; moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery n.e.c., self-propelled, for earth, minerals or ores"
"44428","Dumpers designed for off-highway use"
"44429","Bulldozer or angledozer blades"
"4443","Pile-drivers and pile-extractors; snow-ploughs and snow-blowers; other moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, not self-propelled, for earth, minerals or ores; machinery n.e.c. for public works, building or the like"
"44430","Pile-drivers and pile-extractors; snow-ploughs and snow-blowers; other moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, not self-propelled, for earth, minerals or ores; machinery n.e.c. for public works, building or the like"
"4444","Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid form; machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand"
"44440","Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid form; machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand"
"4446","Parts for the goods of classes 4441 to 4444"
"44461","Parts n.e.c. of boring or sinking machinery and of derricks, cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane; parts n.e.c. of moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery for earth, minerals or ores; parts of pile-drivers and pile-extractors; parts of snow-ploughs and snow-blowers"
"44462","Parts for the goods of subclass 44440"
"445","Machinery for food, beverage and tobacco processing, and parts thereof"
"4451","Machinery for the food, beverage and tobacco industries"
"44511","Cream separators"
"44513","Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables other than farm-type machinery"
"44515","Bakery ovens, non-electric; machinery for making hot drinks or for cooking or heating food, except domestic type machines"
"44516","Machinery n.e.c. for the industrial preparation or manufacture of food or drink (including fats or oils)"
"44517","Machinery n.e.c. for processing tobacco"
"44518","Dryers for agricultural products"
"4452","Parts for the goods of class 4451"
"44522","Parts of machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; parts n.e.c. for the goods of subclasses 44513 and 44516"
"44523","Parts n.e.c. of machinery for processing tobacco"
"446","Machinery for textile, apparel and leather production, and parts thereof"
"4461","Machinery for preparing, spinning, weaving and knitting textiles"
"44611","Machines for extruding, drawing, texturing or cutting man-made textile materials; machines for preparing textile fibres or producing textile yarns; textile reeling or winding machines and machines for preparing textile yarns for use on machines for weaving, knitting and the like"
"44612","Weaving machines (looms)"
"44613","Knitting machines, stitch-bonding machines, machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting"
"44614","Auxiliary machinery for use with machines for textile extruding, preparing, spinning, weaving, knitting or the like"
"4462","Other machinery for textile and apparel production (including sewing machines)"
"44621","Sewing machines, except book sewing machines and household sewing machines"
"44622","Laundry-type washing machines, each of a dry linen capacity exceeding 10 kg; dry-cleaning machines; drying machines for textile fabrics or articles, each of a dry linen capacity exceeding 10 kg"
"44629","Other machinery for textile and apparel production n.e.c."
"4463","Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines"
"44630","Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines"
"4464","Parts for the goods of class 4461; parts for the goods of subclass 44621 (including sewing machine needles and furniture, bases and covers for sewing machines); parts for the goods of subclass 44622; parts for the goods of subclass 44629, except parts of machinery for the manufacture or finishing of felt or nonwovens and blocks for making hats; parts for the goods of subclass 44630; parts of household or laundry-type washing machines and textile drying machines, each of a dry linen capacity not exceeding 10 kg"
"44640","Parts for the goods of class 4461; parts for the goods of subclass 44621 (including sewing machine needles and furniture, bases and covers for sewing machines); parts for the goods of subclass 44622; parts for the goods of subclass 44629, except parts of machinery for the manufacture or finishing of felt or nonwovens and blocks for making hats; parts for the goods of subclass 44630; parts of household or laundry-type washing machines and textile drying machines, each of a dry linen capacity not exceeding 10 kg"
"447","Weapons and ammunition and parts thereof"
"4471","Tanks and other armoured fighting vehicles, motorized, and parts thereof"
"44710","Tanks and other armoured fighting vehicles, motorized, and parts thereof"
"4472","Military weapons, other than revolvers, pistols and swords and the like"
"44720","Military weapons, other than revolvers, pistols and swords and the like"
"4473","Revolvers, pistols, other firearms and similar devices; other arms"
"44730","Revolvers, pistols, other firearms and similar devices; other arms"
"4474","Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads"
"44740","Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads"
"4475","Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor"
"44750","Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor"
"4476","Parts of military weapons and other arms"
"44760","Parts of military weapons and other arms"
"448","Domestic appliances and parts thereof"
"4481","Domestic electric appliances; non-electric refrigerators and clothes drying machines"
"44811","Refrigerators and freezers, household type, electric or non-electric"
"44812","Dishwashing machines and clothes or linen washing or drying machines, household type, electric or non-electric"
"44813","Electric blankets"
"44814","Household sewing machines"
"44815","Fans and ventilating or recycling hoods of the domestic type"
"44816","Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers, food mixers, shavers, hair dryers, smoothing irons, coffee makers and toasters)"
"44817","Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; ovens; cookers, cooking plates, boiling rings, grillers and roasters"
"44818","Electric heating resistors, except of carbon"
"4482","Domestic cooking and heating equipment, non-electric"
"44821","Cooking appliances and plate warmers, non-electric, domestic, of iron or steel"
"44822","Stoves, grates, braziers and similar non-electric domestic appliances (other than cooking appliances and plate warmers) of iron or steel"
"44823","Radiators for central heating, not electrically heated, of iron or steel"
"44824","Air heaters and hot air distributors, not electrically heated, incorporating a motor-driven fan or blower, of iron or steel"
"44825","Central heating boilers, for producing hot water or low pressure steam"
"44826","Water heaters, instantaneous or storage, non-electric"
"4483","Parts for the goods of classes 4481 and 4482 (except subclass 44814)"
"44831","Parts of the following appliances: electromechanical domestic appliances, shavers and hairclippers, with self-contained electric motor; electric instantaneous or storage water heaters, immersion heaters, space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes"
"44832","Parts of stoves, ranges, grates, cookers, barbecues, braziers, gas-rings, plate-warmers and similar non-electric domestic appliances, of iron or steel"
"44833","Parts of central heating boilers for producing hot water or low pressure steam"
"449","Other special-purpose machinery and parts thereof"
"4491","Other special-purpose machinery"
"44911","Centrifugal clothes driers"
"44912","Dryers for wood, paper pulp, paper or paperboard and for other materials except agriculture products"
"44913","Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard; machinery (except bookbinding machinery) for making up paper pulp, paper or paperboard"
"44914","Bookbinding machinery; machinery for type-setting and the like; printing machinery and machines for uses ancillary to printing (except office type sheet-fed offset printing machinery)"
"44915","Machinery n.e.c. for working rubber or plastics or for the manufacture of products from these materials"
"44916","Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot moulds), metal carbides, glass, mineral materials, rubber or plastics"
"44917","Stand-alone photocopiers, printers and facsimile machines"
"44918","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays"
"44919","Special-purpose machinery n.e.c. (including machinery for isotopic separation, machines for assembling electric lamps in glass envelopes, machines for manufacturing glassware and rope making machines)"
"4492","Parts n.e.c. for special-purpose machinery"
"44921","Parts for the goods of subclass 44913"
"44922","Parts for the goods of subclasses 44914, 44917 and 45150"
"44923","Parts for the goods of subclass 44918"
"44929","Parts for the goods of subclass 44915; other parts n.e.c. of special-purpose machinery"
"45","Office, accounting and computing machinery"
"451","Office and accounting machinery, and parts and accessories thereof"
"4511","Typewriters and word-processing machines"
"45110","Typewriters and word-processing machines"
"4513","Electronic calculators and pocket-size data recording, reproducing and displaying machines with calculating functions"
"45130","Electronic calculators and pocket-size data recording, reproducing and displaying machines with calculating functions"
"4514","Accounting machines, cash registers, automated teller machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device"
"45141","Accounting machines, cash registers, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device (except point-of-sale terminals, ATMs and similar machines)"
"45142","Point-of-sale terminals, ATMs and similar machines"
"4515","Office type sheet-fed offset printing machinery"
"45150","Office type sheet-fed offset printing machinery"
"4516","Other office machines"
"45160","Other office machines"
"4517","Parts and accessories for the goods of subclasses 45110 and 45130 (except covers, carrying cases and the like)"
"45170","Parts and accessories for the goods of subclasses 45110 and 45130 (except covers, carrying cases and the like)"
"4518","Parts and accessories for the goods of subclasses 45141, 45142 and 45160 (except covers, carrying cases and the like)"
"45180","Parts and accessories for the goods of subclasses 45141, 45142 and 45160 (except covers, carrying cases and the like)"
"452","Computing machinery and parts and accessories thereof"
"4522","Portable automatic data processing machines weighing not more than 10 kg, such as laptops, notebooks and sub-notebooks"
"45220","Portable automatic data processing machines weighing not more than 10 kg, such as laptops, notebooks and sub-notebooks"
"4523","Automatic data processing machines, comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined"
"45230","Automatic data processing machines, comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined"
"4524","Automatic data processing machines presented in the form of systems"
"45240","Automatic data processing machines presented in the form of systems"
"4525","Other automatic data processing machines whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
"45250","Other automatic data processing machines whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
"4526","Input or output units, whether or not containing storage units in the same housing, except monitors or projectors"
"45261","Input peripherals (keyboard, joystick, mouse etc.)"
"45262","Scanners (except combination of printer, scanner, copier and/or fax)"
"45263","Inkjet printers used with data processing machines"
"45264","Laser printers used with data processing machines"
"45265","Other printers used with data processing machines"
"45266","Units performing two or more of the following functions: printing, scanning, copying, faxing"
"45269","Other input or output peripheral devices"
"4527","Storage units"
"45271","Fixed media storage units"
"45272","Removable media storage units"
"4528","Other units of automatic data processing machines n.e.c."
"45281","Sound, video, network and similar cards for automatic data processing machines"
"45289","Other units of automatic data processing machines"
"4529","Parts and accessories of computing machines"
"45290","Parts and accessories of computing machines"
"46","Electrical machinery and apparatus"
"461","Electric motors, generators and transformers, and parts thereof"
"4611","Electric motors, generators and the like"
"46111","Motors of an output not exceeding 37.5 W; other DC motors; DC generators"
"46112","Universal AC/DC motors of an output exceeding 37.5 W; other AC motors; AC generators (alternators)"
"46113","Electric generating sets and rotary converters"
"4612","Electrical transformers, static converters and inductors"
"46121","Electrical transformers"
"46122","Ballasts for discharge lamps or tubes; static converters; other inductors"
"4613","Parts for the goods of classes 4611 and 4612"
"46131","Parts of electric motors, generators and the like"
"46132","Parts of electrical transformers, static converters and inductors"
"462","Electricity distribution and control apparatus, and parts thereof"
"4621","Electricity distribution or control apparatus"
"46211","Electrical apparatus for switching or protecting electrical circuits, or for making connexions to or in electrical circuits, for a voltage exceeding 1000 V"
"46212","Electrical apparatus for switching or protecting electrical circuits, for making connexions to or in electrical circuits, for a voltage not exceeding 1000 V"
"46213","Boards, consoles, cabinets and other bases, equipped with electrical switching etc. apparatus, for electric control or the distribution of electricity, for a voltage not exceeding 1000 V"
"46214","Boards, consoles, cabinets and other bases, equipped with electrical switching etc. apparatus, for electric control or the distribution of electricity, for a voltage exceeding 1000 V"
"46215","Connectors for optical fibres, optical fibre bundles or cables"
"4622","Parts of electricity distribution or control apparatus"
"46220","Parts of electricity distribution or control apparatus"
"463","Insulated wire and cable; optical fibre cables"
"4631","Insulated winding wire"
"46310","Insulated winding wire"
"4632","Coaxial cable and other coaxial electric conductors"
"46320","Coaxial cable and other coaxial electric conductors"
"4633","Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
"46330","Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
"4634","Other electric conductors, for a voltage not exceeding 1000 V"
"46340","Other electric conductors, for a voltage not exceeding 1000 V"
"4635","Other electric conductors, for a voltage exceeding 1000 V"
"46350","Other electric conductors, for a voltage exceeding 1000 V"
"4636","Optical fibre cables made up of individually sheathed fibres"
"46360","Optical fibre cables made up of individually sheathed fibres"
"464","Accumulators, primary cells and primary batteries, and parts thereof"
"4641","Primary cells and primary batteries"
"46410","Primary cells and primary batteries"
"4642","Electric accumulators"
"46420","Electric accumulators"
"4643","Parts of primary cells, primary batteries and electric accumulators (including separators)"
"46430","Parts of primary cells, primary batteries and electric accumulators (including separators)"
"465","Electric filament or discharge lamps; arc lamps; lighting equipment; parts thereof"
"4651","Electric filament or discharge lamps; arc lamps"
"46510","Electric filament or discharge lamps; arc lamps"
"4653","Lighting equipment"
"46531","Portable electric lamps designed to function by their own source of energy (except those for cycles or motor vehicles); electric ceiling or wall lighting fittings (except those for lighting public open spaces or thorough-fares); electric table, desk, bedside or floor-standing lamps; non-electrical lamps and lighting fittings; illuminated signs, illuminated name-plates and the like"
"46532","Lighting sets of a kind used for Christmas trees"
"46539","Other electric lamps and lighting fittings (including lamps and lighting fittings of a kind used for lighting public open spaces or thorough-fares)"
"4654","Parts for the goods of classes 4651 and 4653"
"46541","Parts of electric filament or discharge lamps; parts of arc lamps"
"46542","Parts of portable electric lamps designed to function by their own source of energy (except those of cycles or motor vehicles); parts n.e.c. of lamps and lighting fittings; parts n.e.c. of illuminated signs, illuminated name-plates and the like"
"469","Other electrical equipment and parts thereof"
"4691","Electrical ignition or starting equipment of a kind used for internal combustion engines; generators and cut-outs of a kind used in conjunction with internal combustion engines; electrical lighting or signalling equipment (except filament or discharge lamps), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles"
"46910","Electrical ignition or starting equipment of a kind used for internal combustion engines; generators and cut-outs of a kind used in conjunction with internal combustion engines; electrical lighting or signalling equipment (except filament or discharge lamps), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles"
"4692","Electric sound or visual signalling apparatus, except for cycles or motor vehicles, and except electromechanical traffic control equipment for transport facilities"
"46921","Burglar or fire alarms and similar apparatus"
"46929","Other electric sound or visual signalling apparatus, except for cycles or motor vehicles, and except electromechanical traffic control equipment for transport facilities"
"4693","Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic couplings; clutches and brakes; electro-magnetic lifting heads; electrical particle accelerators; electrical signal generators; and apparatus for electro-plating, electrolysis or electrophoresis)"
"46931","Permanent metallic magnets"
"46932","Permanent ceramic or ferrite magnets"
"46939","Other electrical equipment n.e.c. (including electro-magnets; electro-magnetic couplings; clutches and brakes; electro-magnetic lifting heads; electrical particle accelerators; electrical signal generators and apparatus for electro-plating, electrolysis or electrophoresis)"
"4694","Electrical insulators, except of glass or ceramics; insulating fittings for electrical machines or equipment, except of ceramics or plastics; electrical conduit tubing and joints therefor, of base metal lined with insulating material"
"46940","Electrical insulators, except of glass or ceramics; insulating fittings for electrical machines or equipment, except of ceramics or plastics; electrical conduit tubing and joints therefor, of base metal lined with insulating material"
"4695","Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon of a kind used for electrical purposes"
"46950","Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon of a kind used for electrical purposes"
"4696","Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus"
"46960","Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus"
"47","Radio, television and communication equipment and apparatus"
"471","Electronic valves and tubes; electronic components; parts thereof"
"4711","Electrical capacitors"
"47110","Electrical capacitors"
"4712","Electrical resistors (except heating resistors)"
"47120","Electrical resistors (except heating resistors)"
"4713","Printed circuits"
"47130","Printed circuits"
"4714","Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes)"
"47140","Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes)"
"4715","Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting diodes; mounted piezo-electric crystals"
"47150","Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting diodes; mounted piezo-electric crystals"
"4716","Electronic integrated circuits"
"47160","Electronic integrated circuits"
"4717","Parts for the goods of classes 4711, 4712 and 4714 to 4716"
"47171","Parts for the goods of subclass 47110"
"47172","Parts for the goods of subclass 47120"
"47173","Parts for the goods of subclasses 47140 to 47160"
"472","Television and radio transmitters; television, video and digital cameras; telephone sets"
"4721","Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders"
"47211","Transmission apparatus incorporating reception apparatus"
"47212","Transmission apparatus not incorporating reception apparatus"
"47213","Television cameras"
"47214","Video camera recorders"
"47215","Digital cameras"
"4722","Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)"
"47221","Line telephone sets with cordless handsets"
"47222","Telephones for cellular networks or for other wireless networks"
"47223","Other telephone sets and apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)"
"473","Radio broadcast and television receivers; apparatus for sound and video recording and reproducing; microphones, loudspeakers, amplifiers, etc."
"4731","Radio broadcast and television receivers"
"47311","Radio broadcast receivers (except of a kind used in motor vehicles), whether or not combined with sound recording or reproducing apparatus or a clock"
"47312","Radio broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles"
"47313","Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording or reproducing apparatus"
"47314","Monitors and projectors, not incorporating television reception apparatus and not principally used in an automatic data processing system"
"47315","Monitors and projectors, principally used in an automatic data processing system"
"4732","Apparatus for sound and video recording and reproducing"
"47321","Sound recording or reproducing apparatus"
"47323","Video recording or reproducing apparatus"
"4733","Microphones and stands therefor; loudspeakers; headphones, earphones and combined microphone/speaker sets; audio-frequency electric amplifiers; electric sound amplifier sets"
"47330","Microphones and stands therefor; loudspeakers; headphones, earphones and combined microphone/speaker sets; audio-frequency electric amplifiers; electric sound amplifier sets"
"474","Parts for the goods of classes 4721 to 4733 and 4822"
"4740","Parts for the goods of classes 4721 to 4733 and 4822"
"47401","Parts for the goods of subclasses 47221 to 47223"
"47402","Parts for the goods of subclasses 47321, 47323 and 47330"
"47403","Parts for the goods of subclasses 47211 to 47213, 47311 to 47315 and 48220"
"475","Disks, tapes, solid-state non-volatile storage devices and other media, not recorded"
"4753","Magnetic media, not recorded, except cards with a magnetic stripe"
"47530","Magnetic media, not recorded, except cards with a magnetic stripe"
"4754","Optical media, not recorded"
"47540","Optical media, not recorded"
"4755","Solid-state non-volatile storage devices"
"47550","Solid-state non-volatile storage devices"
"4759","Other recording media, including matrices and masters for the production of disks"
"47590","Other recording media, including matrices and masters for the production of disks"
"476","Audio, video and other disks, tapes and other physical media, recorded"
"4761","Musical audio disks, tapes or other physical media"
"47610","Musical audio disks, tapes or other physical media"
"4762","Films and other video content on disks, tape or other physical media"
"47620","Films and other video content on disks, tape or other physical media"
"4769","Other recorded disks, tapes or other physical media"
