name,reference product,ISIC rev.4 ecoinvent,CPC,EcoSpold01Categories,temporal_tag,tag_confidence,tag_notes,lifetime,age distribution type,loc,scale,minimum,maximum,param_confidence,param_notes
"methanol supply, produced with coal","methanol, from truck",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Methanol supply produced with coal (chemical production),30,,,,,,,
2-methyl-2-butanol production,2-methyl-2-butanol,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,2-methyl-2-butanol chemical production process,30,,,,,,,
"butanols production, hydroformylation of propylene",isobutanol,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Butanols production via hydroformylation (manufacturing process),30,,,,,,,
"synthetic fuel production, from coal, high temperature Fischer-Tropsch operations",methanol,1920:Manufacture of refined petroleum products,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Fischer-Tropsch synthetic fuel production (manufacturing),30,,,,,,,
"resorcinol production, benzene disulfonation",resorcinol,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Resorcinol production (chemical manufacturing route),30,,,,,,,
"dodecanol production, ziegler process",dodecanol,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Dodecanol production via Ziegler process (chemical production),30,,,,,,,
"resorcinol production, hydrolysis of meta-phenylene diamine",resorcinol,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Resorcinol production by hydrolysis (manufacturing process),30,,,,,,,
"synthetic fuel production, from coal, high temperature Fischer-Tropsch operations",n-butanol,1920:Manufacture of refined petroleum products,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Fischer-Tropsch synthetic fuel production (manufacturing),30,,,,,,,
o-nitrophenol production,o-nitrophenol,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,o-nitrophenol chemical production process,30,,,,,,,
"methanol synthesis, from wood, with CCS","methanol, unpurified",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Methanol synthesis from wood with CCS (production process),30,,,,,,,
"synthetic fuel production, from coal, high temperature Fischer-Tropsch operations",1-propanol,1920:Manufacture of refined petroleum products,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Fischer-Tropsch synthetic fuel production (manufacturing),30,,,,,,,
"methanol distillation, hydrogen from coal gasification, with CCS","methanol, purified",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Methanol distillation with CCS (processing step in production),30,,,,,,,
"dodecanol production, from coconut oil",dodecanol,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Dodecanol production from coconut oil (chemical manufacturing),30,,,,,,,
"methanol distillation, hydrogen from coal gasification","methanol, purified",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Methanol distillation from coal gasification (processing step),30,,,,,,,
"methanol distillation, from wood, with CCS","methanol, purified",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Methanol distillation from wood with CCS (production processing),30,,,,,,,
"2,6-di-tert-butylphenol production","2,6-di-tert-butylphenol",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,"2,6-di-tert-butylphenol chemical production process",30,,,,,,,
"methanol synthesis, hydrogen from coal gasification, with CCS","methanol, unpurified",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Methanol synthesis hydrogen from coal with CCS (production),30,,,,,,,
"2,4-di-tert-butylphenol production","2,4-di-tert-butylphenol",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,"2,4-di-tert-butylphenol chemical manufacturing process",30,,,,,,,
"resorcinol production, hydroperoxidation of meta-diisopropylbenzene",resorcinol,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Resorcinol production via hydroperoxidation (manufacturing process),30,,,,,,,
"methanol distillation, hydrogen from electrolysis, CO2 from DAC","methanol, purified",2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,"Methanol distillation, hydrogen from electrolysis (processing)",30,,,,,,,
hydroquinone production,hydroquinone,2011:Manufacture of basic chemicals,"34139: Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",,throughput_process,0.9,Hydroquinone production (chemical manufacturing process),30,,,,,,,
isopropyl acetate production,isopropyl acetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Isopropyl acetate production (industrial chemical process),30,,,,,,,
"acetic acid production, from naphtha oxidation",succinic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Chemical manufacturing process (acetic acid from naphtha oxidation),30,,,,,,,
isobutyl acetate production,isobutyl acetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Chemical production of isobutyl acetate (manufacturing process),30,,,,,,,
"acetic acid production, from n-butane oxidation",methyl acetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Acetic acid production from n-butane oxidation – chemical manufacturing,30,,,,,,,
methyl-3-methoxypropionate production,methyl-3-methoxypropionate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Chemical production of methyl-3-methoxypropionate (manufacturing process),30,,,,,,,
"ethyl acrylate production, ethanol esterification with acrylic acid",ethyl acrylate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Ethyl acrylate production via esterification – manufacturing process,30,,,,,,,
"trimesoyl chloride production, for membrane filtration production",trimesoyl chloride,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Trimesoyl chloride production for membranes – chemical manufacturing process,30,,,,,,,
"diethylenetriaminepentaacetic acid production, alkaline cyanomethylation of diethylenetriamine","DTPA, diethylenetriaminepentaacetic acid",2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,DTPA production via cyanomethylation – chemical manufacturing process,30,,,,,,,
methyl formate production,methyl formate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Methyl formate production – chemical manufacturing process,30,,,,,,,
"butyl acrylate production, butanol esterification with acrylic acid",butyl acrylate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Butyl acrylate production via esterification – manufacturing process,30,,,,,,,
"methyl acrylate production, methanol esterification with acrylic acid",methyl acrylate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Methyl acrylate production via esterification – chemical manufacturing,30,,,,,,,
esters of versatic acid production,esters of versatic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,Production of versatic acid esters – chemical manufacturing process,30,,,,,,,
3-methyl-1-butyl acetate production,3-methyl-1-butyl acetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",chemicals/organics,throughput_process,0.9,3-methyl-1-butyl acetate production – chemical manufacturing process,30,,,,,,,
purified terephthalic acid production,purified terephthalic acid,2013:Manufacture of plastics and synthetic rubber in primary forms,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",plastics/polymers,throughput_process,0.9,Purified terephthalic acid production – polymer precursor manufacturing process,30,,,,,,,
maleic anhydride production by catalytic oxidation of benzene,maleic anhydride,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Maleic anhydride production by catalytic oxidation – chemical manufacturing,30,,,,,,,
lactic acid production,lactic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Lactic acid production – biochemical/chemical manufacturing process,30,,,,,,,
"acetic acid production, from acetaldehyde oxidation",methyl acetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Acetic acid from acetaldehyde oxidation – chemical manufacturing process,30,,,,,,,
"methyl acetate production, methanol esterification with acetic acid, via reactive distillation",methyl acetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Methyl acetate production via reactive distillation – manufacturing process,30,,,,,,,
"ethylenediaminetetraacetic acid production, alkaline cyanomethylation of ethylenediamine","EDTA, ethylenediaminetetraacetic acid",2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,EDTA production via cyanomethylation – chemical manufacturing process,30,,,,,,,
phenyl acetic acid production,phenyl acetic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Phenyl acetic acid production – chemical manufacturing process,30,,,,,,,
citric acid production,citric acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Citric acid production – chemical/biochemical manufacturing process,30,,,,,,,
"peracetic acid production, from acetic acid and hydrogen peroxide",peracetic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Peracetic acid production from acetic acid and H2O2 – chemical manufacturing,30,,,,,,,
"methyl methacrylate production, acetone cyanohydrin process, with sulfuric acid recovery",methyl methacrylate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Methyl methacrylate production (ACN process) – chemical manufacturing,30,,,,,,,
acetyl chloride production,acetyl chloride,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Acetyl chloride production – chemical manufacturing process,30,,,,,,,
"diethyl carbonate production, from phosgene and ethanol",diethyl carbonate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Diethyl carbonate production from phosgene and ethanol – chemical manufacturing,30,,,,,,,
oxalic acid production,oxalic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Oxalic acid production – chemical manufacturing process,30,,,,,,,
pentaerythritol production in sodium hydroxide solution,sodium formate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Pentaerythritol production in NaOH solution – chemical manufacturing,30,,,,,,,
"peracetic acid production, from acetaldehyde oxidation",peracetic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Peracetic acid via acetaldehyde oxidation – chemical manufacturing process,30,,,,,,,
chloropropionic acid production,chloropropionic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Chloropropionic acid production – chemical manufacturing process,30,,,,,,,
purified terephthalic acid production,purified terephthalic acid,2013:Manufacture of plastics and synthetic rubber in primary forms,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Purified terephthalic acid production – plastics precursor manufacturing,30,,,,,,,
sodium chloroacetate production,sodium chloroacetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Sodium chloroacetate production – chemical manufacturing process,30,,,,,,,
1-naphthylacetic acid production,1-naphthylacetic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Chemical manufacturing production process (basic chemicals).,30,,,,,,,
chloroacetyl chloride production,chloroacetyl chloride,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Chemical manufacturing production process (basic chemicals).,30,,,,,,,
methyl aluminum sesquichloride production,methyl aluminum sesquichloride,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Chemical manufacturing production process (basic chemicals).,30,,,,,,,
"butyl acetate production, butanol esterification with acetic acid",n-butyl acetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Chemical production (esterification) process. Steady-state manufacturing.,30,,,,,,,
"methyl methacrylate production, acetone cyanohydrin process, with ammonium sulfate recovery",methyl methacrylate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Chemical production (MMA process) — manufacturing throughput process.,30,,,,,,,
sodium formate production,sodium formate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Chemical manufacturing of sodium formate. Throughput process.,30,,,,,,,
"methyl viologen (MV) production, negolyte active material, for RFB","electroactive material, MV",2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.85,Production of electroactive chemical for RFB — manufacturing process.,30,,,,,,,
methacrylic acid production,methacrylic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Methacrylic acid chemical production — throughput manufacturing.,30,,,,,,,
ethylene carbonate production,ethylene carbonate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Ethylene carbonate chemical manufacturing process. Throughput.,30,,,,,,,
propyl acetate production,isopropyl acetate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Isopropyl/propyl acetate production — chemical manufacturing throughput.,30,,,,,,,
adipic acid production,adipic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Adipic acid chemical production — manufacturing throughput process.,30,,,,,,,
dioctyl adipate production,dioctyl adipate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Dioctyl adipate production — chemical manufacturing throughput.,30,,,,,,,
ethylenediaminetetraacetic acid disodium salt (EDTA Na2) production,ethylenediaminetetraacetic acid disodium salt (EDTA Na2),2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,EDTA disodium salt production — chemical manufacturing process.,30,,,,,,,
tin (IV) chloride production,tin (IV) chloride,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Tin(IV) chloride production — inorganic chemical manufacturing.,30,,,,,,,
acetoacetic acid production,acetoacetic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Acetoacetic acid production — chemical manufacturing throughput.,30,,,,,,,
adipic acid production,succinic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Adipic acid production (succinic acid refprod) — chemical manufacturing.,30,,,,,,,
dioctyl terephthalate production,dioctyl terephthalate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Dioctyl terephthalate production — chemical manufacturing throughput.,30,,,,,,,
maleic anhydride production by direct oxidation of n-butane,maleic anhydride,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Maleic anhydride production — chemical manufacturing process.,30,,,,,,,
"synthetic fuel production, from coal, high temperature Fischer-Tropsch operations",butyl acrylate,1920:Manufacture of refined petroleum products,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Synthetic fuel/Fischer-Tropsch production — manufacturing throughput.,30,,,,,,,
vinyl carbonate production,vinyl carbonate,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Vinyl carbonate production — chemical manufacturing throughput.,30,,,,,,,
stearic acid production,stearic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Stearic acid production — chemical manufacturing process.,30,,,,,,,
succinic acid production,succinic acid,2011:Manufacture of basic chemicals,"34140: Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",,throughput_process,0.9,Succinic acid production — chemical manufacturing throughput.,30,,,,,,,
"hexamethyldisilazane production, amination of chlorosilane",hexamethyldisilazane,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",chemicals/inorganics,throughput_process,0.9,Hexamethyldisilazane production — inorganic/organics chemical manufacturing.,30,,,,,,,
"acrylonitrile production, Sohio process",acetonitrile,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",chemicals/organics,throughput_process,0.9,Acrylonitrile production (Sohio) — chemical manufacturing throughput.,30,,,,,,,
p-phenylene diamine production,p-phenylene diamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",chemicals/organics,throughput_process,0.9,p-Phenylene diamine production — organic chemical manufacturing.,30,,,,,,,
"acrylonitrile production, Sohio process",acrylonitrile,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",chemicals/organics,throughput_process,0.9,Acrylonitrile production (Sohio) — chemical manufacturing throughput.,30,,,,,,,
o-phenylene diamine production,o-phenylene diamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",chemicals/organics,throughput_process,0.9,o-Phenylene diamine production — organic chemical manufacturing.,30,,,,,,,
acetone cyanohydrin production,acetone cyanohydrin,2013:Manufacture of plastics and synthetic rubber in primary forms,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",chemicals/organics,throughput_process,0.9,Acetone cyanohydrin production — chemical manufacturing for plastics.,30,,,,,,,
trimethylamine production,trimethylamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",chemicals/organics,throughput_process,0.9,Trimethylamine production — basic chemical manufacturing throughput.,30,,,,,,,
polyacrylamide production,polyacrylamide,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",chemicals/organics,throughput_process,0.9,Polyacrylamide production — chemical polymer manufacturing throughput.,30,,,,,,,
toluene diisocyanate production,toluene diisocyanate,2013:Manufacture of plastics and synthetic rubber in primary forms,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",plastics/monomers,throughput_process,0.95,Chemical production of toluene diisocyanate (manufacturing process),30,,,,,,,
vanadium bearing magnetite production,vanadium bearing magnetite,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Mineral/metal production process (steady-state output),30,,,,,,,
"N,N-dimethylformamide production, direct synthesis","N,N-dimethylformamide",2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical manufacturing (DMF production),30,,,,,,,
N-methyl-2-pyrrolidone production,N-methyl-2-pyrrolidone,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical solvent production (NMP),30,,,,,,,
3-methylpyridine production,3-methylpyridine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Basic chemical production (3-methylpyridine),30,,,,,,,
"ethylene diamine production, from ethanolamine",ethylene diamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Ethylene diamine chemical manufacturing process,30,,,,,,,
"m-toluidine production, from m-nitrotoluene hydration",m-toluidine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,m‑Toluidine production (chemical manufacturing),30,,,,,,,
phthalimide production,phthalimide,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Phthalimide chemical production process,30,,,,,,,
hydrazine production,hydrazine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Hydrazine manufacturing (industrial chemical production),30,,,,,,,
methylamine production,methylamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Methylamine production (chemical process),30,,,,,,,
"methyldiethanolamine production, from ethoxylation of methylamine",methyldiethanolamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Methyldiethanolamine production (manufacturing),30,,,,,,,
adiponitrile production,adiponitrile,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Adiponitrile production (chemical manufacturing),30,,,,,,,
triethyl amine production,triethyl amine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Triethylamine chemical production process,30,,,,,,,
dimethylacetamide production,dimethylacetamide,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Dimethylacetamide solvent production (manufacturing),30,,,,,,,
propyl amine production,propyl amine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Propylamine chemical manufacturing,30,,,,,,,
hydroxylamine production,hydroxylamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Hydroxylamine production (industrial chemical process),30,,,,,,,
isophorondiisocyanate production,isophorondiisocyante,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Isophorondiisocyanate production (chemical manufacturing),30,,,,,,,
naphthalene sulfonic acid production,naphthalene sulfonic acid,2029:Manufacture of other chemical products n.e.c.,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Naphthalene sulfonic acid manufacturing,30,,,,,,,
"nitrotoluenes production, toluene nitration",p-nitrotoluene,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Nitrotoluenes production (toluene nitration chemical process),30,,,,,,,
"hexamethylene-1,6-diisocyanate production","hexamethylene-1,6-diisoncyanate",2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Hexamethylene diisocyanate production (chemical manufacturing),30,,,,,,,
